data_content_id,filename,multi_step_id,block_index,rex_type,question_content,detailed_solution,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_F,Feedback_A,Feedback_B,Feedback_C,Feedback_D,Feedback_E,Feedback_F,correct_answer,background,nickname,TEKS,machine_readable_teks,section_UUID
ab89d881-df9a-4c48-bfbb-8d7c5b34f7b7,05ef8702-1f4c-43f6-a045-de508ef5c23f.html,PLA_2,2,open_ended,"<ol class=""os-raise-noindent"" start=""3"">
<li>Substitute the value of \(a\) into the intercept form of the function and multiply to find the standard form.</li>
</ol><br/><p>Enter the standard form of the function.</p>","<p>Compare your answer:</p>
<p> \(m(x) = a(x + 5)(x − 8)\)<br/>
      \(m(x) = 2(x + 5)(x − 8)\)<br/>
      \(m(x) = 2(x^2 + 5x − 8x − 40)\)<br/>
      \(m(x) = 2(x^2 − 3x − 40)\)<br/>
      \(m(x) = 2x^2 − 6x − 80\)</p>
<p>This is the function with zeros –5 and 8 that passes through \((5, -60)\).</p>",,,,,,,,,,,,,,"<p>
 When finding an exact function that has particular zeros and passes through a certain point, we use the intercept form of a quadratic function:
</p>
<p>
 \(f(x) = a(x − p)(x − q)\)
</p>
<p>
 The variables \(p\) and \(q\) represent the zeros or roots of the function. The variable \(a\) accounts for any constant that might have been factored out when solving.
</p>
<p>
 Remember, if needed in the following problems, use the ""^"" symbol to enter exponents.
</p>
<br/>
<p>
 Let's use the intercept form of the function above to find the exact function that passes through \((5, -60)\).
</p>",Alg1_8_11_3_PLA_2,A1.6.C,fa787ef7-5994-593c-9ce9-6555f4d60783,96f67fd3-3d70-4805-9fdd-7359061284e2
a1f840d2-22c7-4db6-a338-049576b27769,05ef8702-1f4c-43f6-a045-de508ef5c23f.html,PLA_2,3,open_ended,"<ol class=""os-raise-noindent"" start=""4"">
<li>Write the quadratic function, \(n(x)\), in standard form, that has the zeros 9 and –2 and passes through the point \((0, -36)\).</li>
</ol><br/><p>Enter the quadratic function, \(n(x)\), in standard form.</p>","<p>Compare your answer:</p>
<p>\(n(x) = 2x^2 − 14x − 36\)</p>",,,,,,,,,,,,,,"<p>
 When finding an exact function that has particular zeros and passes through a certain point, we use the intercept form of a quadratic function:
</p>
<p>
 \(f(x) = a(x − p)(x − q)\)
</p>
<p>
 The variables \(p\) and \(q\) represent the zeros or roots of the function. The variable \(a\) accounts for any constant that might have been factored out when solving.
</p>
<p>
 Remember, if needed in the following problems, use the ""^"" symbol to enter exponents.
</p>
<br/>
<p>
 Let's use the intercept form of the function above to find the exact function that passes through \((5, -60)\).
</p>",Alg1_8_11_3_PLA_2,A1.6.C,fa787ef7-5994-593c-9ce9-6555f4d60783,96f67fd3-3d70-4805-9fdd-7359061284e2
3cbc8ecd-ad81-4836-a84a-f544485c9fcd,05ef8702-1f4c-43f6-a045-de508ef5c23f.html,PLA_2,4,open_ended,"<ol class=""os-raise-noindent"" start=""5"">
<li>Write the quadratic function, \(p(x)\), in standard form, that has the zeros –6 and –4 and passes through the point \((-5, 3)\).</li>
</ol><br/><p>Enter the quadratic function, \(p(x)\), in standard form.</p>","<p>Compare your answer:</p>
<p>\(p(x) = −3x^2 − 30x − 72\)</p>",,,,,,,,,,,,,,"<p>
 When finding an exact function that has particular zeros and passes through a certain point, we use the intercept form of a quadratic function:
</p>
<p>
 \(f(x) = a(x − p)(x − q)\)
</p>
<p>
 The variables \(p\) and \(q\) represent the zeros or roots of the function. The variable \(a\) accounts for any constant that might have been factored out when solving.
</p>
<p>
 Remember, if needed in the following problems, use the ""^"" symbol to enter exponents.
</p>
<br/>
<p>
 Let's use the intercept form of the function above to find the exact function that passes through \((5, -60)\).
</p>",Alg1_8_11_3_PLA_2,A1.6.C,fa787ef7-5994-593c-9ce9-6555f4d60783,96f67fd3-3d70-4805-9fdd-7359061284e2
e0050a30-ce71-4cfc-8b61-e7a9414122d2,05ef8702-1f4c-43f6-a045-de508ef5c23f.html,PLA_2,5,open_ended,"<ol class=""os-raise-noindent"" start=""6"">
<li>Write the quadratic function, \(c(x)\), in standard form, that has the zeros 1 and 7 and passes through the point \((9, 16)\).</li>
</ol><br/><p>Enter the quadratic function, \(c(x)\), in standard form.</p>","<p>Compare your answer:</p>
<p>\(c(x) = x^2 − 8x + 7\)</p>",,,,,,,,,,,,,,"<p>
 When finding an exact function that has particular zeros and passes through a certain point, we use the intercept form of a quadratic function:
</p>
<p>
 \(f(x) = a(x − p)(x − q)\)
</p>
<p>
 The variables \(p\) and \(q\) represent the zeros or roots of the function. The variable \(a\) accounts for any constant that might have been factored out when solving.
</p>
<p>
 Remember, if needed in the following problems, use the ""^"" symbol to enter exponents.
</p>
<br/>
<p>
 Let's use the intercept form of the function above to find the exact function that passes through \((5, -60)\).
</p>",Alg1_8_11_3_PLA_2,A1.6.C,fa787ef7-5994-593c-9ce9-6555f4d60783,96f67fd3-3d70-4805-9fdd-7359061284e2
ee94e163-7f73-4cab-8d33-69086729ff4f,060a3562-363b-4a6c-a4fc-870489e3bace.html,PLA_3,0,multiple_choice,"<ol class=""os-raise-noindent"">
<li>Choose the description of exponential change shown in the graph. </li>
</ol>
<img alt="""" class=""img-fluid atto_image_button_text-bottom"" height=""283"" role=""presentation"" src=""https://k12.openstax.org/contents/raise/resources/9bbfaea14fa34c45968c0ce2f4841e93c52b7ff8"" width=""300""/>",,The value of a stock doubles approximately every 4 years.,A car loses \(\frac14\) of its value every year after purchase.,The value of a stock triples roughly every 8 years.,A laptop loses \(\frac25\) of its value every year after purchase.,,,,<p>Correct! A car loses \(\frac14\) of its value every year after purchase.</p>,,,,,B,"<p>
 Your teacher will give you a
 <a href=""https://k12.openstax.org/contents/raise/resources/404be7223239829b36370c118b70d9dac9e44f8b"" target=""_blank"">
  set of cards
 </a>
 containing descriptions of situations and graphs. Match each situation with a graph that represents it. Record your matches and be prepared to explain your reasoning.
</p>
<p>
 Use the cards to answer questions 1 – 4. Match each graph representation to the description of the situation characterized by exponential change. Then choose the relationship between the number of years since purchase and the value.
</p>",Alg1_5_7_3_PLA_3,"A1.9.C,A1.9.D","2d409450-219a-5a3a-855e-fef386b69dfa,cc5e36e1-0279-5845-a28a-39cdd69d59f7",f9d51a47-d5aa-49cd-ab95-2c842807e928
24e2fed1-39fc-4dc1-a664-9c2a42131723,060a3562-363b-4a6c-a4fc-870489e3bace.html,PLA_3,1,open_ended,"<ol class=""os-raise-noindent"" start=""2"">
<li> What is the equation for this graph? </li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer:</p>
<p>\(v = p(1 - \frac14)^t\)</p>
<p>\(v = p(\frac34)^t\)</p>
<p>Where:</p>
<p>\(v = \)value of the car after \(t\) years.</p>
<p>\(p =\) initial price of the car.</p>
<p>\(t =\) time in years.</p>
<p>\(14 =\) fraction by which the car loses its value every year.</p>",,,,,,,,,,,,,,"<p>
 Your teacher will give you a
 <a href=""https://k12.openstax.org/contents/raise/resources/404be7223239829b36370c118b70d9dac9e44f8b"" target=""_blank"">
  set of cards
 </a>
 containing descriptions of situations and graphs. Match each situation with a graph that represents it. Record your matches and be prepared to explain your reasoning.
</p>
<p>
 Use the cards to answer questions 1 – 4. Match each graph representation to the description of the situation characterized by exponential change. Then choose the relationship between the number of years since purchase and the value.
</p>",Alg1_5_7_3_PLA_3,"A1.9.C,A1.9.D","2d409450-219a-5a3a-855e-fef386b69dfa,cc5e36e1-0279-5845-a28a-39cdd69d59f7",f9d51a47-d5aa-49cd-ab95-2c842807e928
4f069820-3994-4438-ad4e-1d04aced19a6,060a3562-363b-4a6c-a4fc-870489e3bace.html,PLA_3,2,multiple_choice,"<ol class=""os-raise-noindent"" start=""3"">
<li>Choose the description of exponential change shown in the graph. </li>
</ol>
<img alt="""" class=""img-fluid atto_image_button_text-bottom"" height=""283"" role=""presentation"" src=""https://k12.openstax.org/contents/raise/resources/341268b726cdfab16cddb704ac3bb3710ee41bac"" width=""300""/>",,The value of a stock doubles approximately every 4 years.,A car loses \(\frac14\) of its value every year after purchase.,The value of a stock triples roughly every 8 years.,A laptop loses \(\frac25\) of its value every year after purchase.,,,,,<p>Correct! The value of a stock triples roughly every 8 years.</p>,,,,C,"<p>
 Your teacher will give you a
 <a href=""https://k12.openstax.org/contents/raise/resources/404be7223239829b36370c118b70d9dac9e44f8b"" target=""_blank"">
  set of cards
 </a>
 containing descriptions of situations and graphs. Match each situation with a graph that represents it. Record your matches and be prepared to explain your reasoning.
</p>
<p>
 Use the cards to answer questions 1 – 4. Match each graph representation to the description of the situation characterized by exponential change. Then choose the relationship between the number of years since purchase and the value.
</p>",Alg1_5_7_3_PLA_3,"A1.9.C,A1.9.D","2d409450-219a-5a3a-855e-fef386b69dfa,cc5e36e1-0279-5845-a28a-39cdd69d59f7",f9d51a47-d5aa-49cd-ab95-2c842807e928
028087d6-7007-4c77-af9f-16570e1e6628,060a3562-363b-4a6c-a4fc-870489e3bace.html,PLA_3,3,open_ended,"<ol class=""os-raise-noindent"" start=""4"">
<li> What is the equation for this graph? </li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer:</p>
<p>\(v = p(3)^{\frac{t}{8}}\)</p>
<p>Where:</p>
<p>\(v\) is the current value of the stock after t years.</p>
<p>\(p\) is the initial value of the stock.</p>
<p>\(t \)is the number of years since the initial value.</p>
<p>In this equation, we raise 3 to the power of \((\frac{t}{8})\) to calculate the value after \(t\) years. This represents the stock tripling in value approximately every 8 years.</p>",,,,,,,,,,,,,,"<p>
 Your teacher will give you a
 <a href=""https://k12.openstax.org/contents/raise/resources/404be7223239829b36370c118b70d9dac9e44f8b"" target=""_blank"">
  set of cards
 </a>
 containing descriptions of situations and graphs. Match each situation with a graph that represents it. Record your matches and be prepared to explain your reasoning.
</p>
<p>
 Use the cards to answer questions 1 – 4. Match each graph representation to the description of the situation characterized by exponential change. Then choose the relationship between the number of years since purchase and the value.
</p>",Alg1_5_7_3_PLA_3,"A1.9.C,A1.9.D","2d409450-219a-5a3a-855e-fef386b69dfa,cc5e36e1-0279-5845-a28a-39cdd69d59f7",f9d51a47-d5aa-49cd-ab95-2c842807e928
425179bb-4b3d-40b6-b1e9-35c21f92dc6a,060a3562-363b-4a6c-a4fc-870489e3bace.html,PLA_3,4,multiple_choice,"<ol class=""os-raise-noindent"" start=""5"">
<li> Choose the description of exponential change shown in the graph. </li>
</ol>
<img alt="""" class=""img-fluid atto_image_button_text-bottom"" height=""283"" role=""presentation"" src=""https://k12.openstax.org/contents/raise/resources/7934f218dc3c293fb362c0bfe213e7ba74624e0f"" width=""300""/>",,The value of a stock doubles approximately every 4 years.,A car loses \(\frac14\) of its value every year after purchase.,The value of a stock triples roughly every 8 years.,A laptop loses \(\frac25\) of its value every year after purchase.,,,<p>Correct! The value of a stock doubles approximately every 4 years.</p>,,,,,,A,"<p>
 Your teacher will give you a
 <a href=""https://k12.openstax.org/contents/raise/resources/404be7223239829b36370c118b70d9dac9e44f8b"" target=""_blank"">
  set of cards
 </a>
 containing descriptions of situations and graphs. Match each situation with a graph that represents it. Record your matches and be prepared to explain your reasoning.
</p>
<p>
 Use the cards to answer questions 1 – 4. Match each graph representation to the description of the situation characterized by exponential change. Then choose the relationship between the number of years since purchase and the value.
</p>",Alg1_5_7_3_PLA_3,"A1.9.C,A1.9.D","2d409450-219a-5a3a-855e-fef386b69dfa,cc5e36e1-0279-5845-a28a-39cdd69d59f7",f9d51a47-d5aa-49cd-ab95-2c842807e928
0ee04a51-d112-453f-8b93-83718ffb4b58,060a3562-363b-4a6c-a4fc-870489e3bace.html,PLA_3,5,open_ended,"<ol class=""os-raise-noindent"" start=""6"">
<li> What is the equation for this graph? </li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer:</p>
<p>\(v = s(2)^{\frac{t}{4}}\)</p>
<p>\(v =\) value of the stock after \(t\) years.</p>
<p>\(s =\) initial price of the stock.</p>
<p>\(t =\) time in years.</p>
<p>\(\frac{t}{4} =\) the number of doubling event for every four years.</p>",,,,,,,,,,,,,,"<p>
 Your teacher will give you a
 <a href=""https://k12.openstax.org/contents/raise/resources/404be7223239829b36370c118b70d9dac9e44f8b"" target=""_blank"">
  set of cards
 </a>
 containing descriptions of situations and graphs. Match each situation with a graph that represents it. Record your matches and be prepared to explain your reasoning.
</p>
<p>
 Use the cards to answer questions 1 – 4. Match each graph representation to the description of the situation characterized by exponential change. Then choose the relationship between the number of years since purchase and the value.
</p>",Alg1_5_7_3_PLA_3,"A1.9.C,A1.9.D","2d409450-219a-5a3a-855e-fef386b69dfa,cc5e36e1-0279-5845-a28a-39cdd69d59f7",f9d51a47-d5aa-49cd-ab95-2c842807e928
9a2c8284-2058-460c-a669-4671a60164b7,060a3562-363b-4a6c-a4fc-870489e3bace.html,PLA_3,6,multiple_choice,"<ol class=""os-raise-noindent"" start=""7"">
<li> Choose the description of exponential change shown in the graph. </li>
</ol>
<img alt="""" class=""img-fluid atto_image_button_text-bottom"" height=""283"" role=""presentation"" src=""https://k12.openstax.org/contents/raise/resources/259cfb15f61a19f0d0fbd8e2e2eab02033e07167"" width=""300""/>",,The value of a stock doubles approximately every 4 years.,A car loses \(\frac14\) of its value every year after purchase.,The value of a stock triples roughly every 8 years.,A laptop loses \(\frac25\) of its value every year after purchase.,,,,,,<p>Correct! A laptop loses \(\frac25\) of its value every year after purchase.</p>,,,D,"<p>
 Your teacher will give you a
 <a href=""https://k12.openstax.org/contents/raise/resources/404be7223239829b36370c118b70d9dac9e44f8b"" target=""_blank"">
  set of cards
 </a>
 containing descriptions of situations and graphs. Match each situation with a graph that represents it. Record your matches and be prepared to explain your reasoning.
</p>
<p>
 Use the cards to answer questions 1 – 4. Match each graph representation to the description of the situation characterized by exponential change. Then choose the relationship between the number of years since purchase and the value.
</p>",Alg1_5_7_3_PLA_3,"A1.9.C,A1.9.D","2d409450-219a-5a3a-855e-fef386b69dfa,cc5e36e1-0279-5845-a28a-39cdd69d59f7",f9d51a47-d5aa-49cd-ab95-2c842807e928
